Date,direction_cardinal,Direction,Speed
"Sunday, 30 July 2023",WNW,157.5,41
"Monday, 31 July 2023",WNW,157.5,30
"Tuesday, 1 August 2023",W,180,22
"Wednesday, 2 August 2023",N,90,35
"Thursday, 3 August 2023",N,90,52
"Friday, 4 August 2023",WNW,157.5,57
"Saturday, 5 August 2023",SW,225,30
"Sunday, 6 August 2023",WSW,202.5,28
"Monday, 7 August 2023",WSW,202.5,26
"Tuesday, 8 August 2023",NNE,67.5,39
"Wednesday, 9 August 2023",N,90,54
"Thursday, 10 August 2023",WSW,202.5,31
"Friday, 11 August 2023",NNE,67.5,24
"Saturday, 12 August 2023",S,270,17
"Sunday, 13 August 2023",ENE,22.5,24
"Monday, 14 August 2023",W,180,26
"Tuesday, 15 August 2023",N,90,30
"Wednesday, 16 August 2023",NNW,112.5,37
"Thursday, 17 August 2023",WSW,202.5,63
"Friday, 18 August 2023",WSW,202.5,54
"Saturday, 19 August 2023",W,180,31
"Sunday, 20 August 2023",NW,135,28
"Monday, 21 August 2023",N,90,33
"Tuesday, 22 August 2023",SW,225,57
"Wednesday, 23 August 2023",NW,135,31
"Thursday, 24 August 2023",NW,135,46
"Friday, 25 August 2023",NNE,67.5,30
"Saturday, 26 August 2023",NNE,67.5,28
"Sunday, 27 August 2023",WSW,202.5,31
"Monday, 28 August 2023",WNW,157.5,39
"Tuesday, 29 August 2023",N,90,63
"Wednesday, 30 August 2023",SW,225,41
"Thursday, 31 August 2023",SW,225,33
