Date,direction_cardinal,Direction,Speed
"Sunday, 11 June 2023",NNE,67.5,20
"Monday, 12 June 2023",SW,225,15
"Tuesday, 13 June 2023",W,180,17
"Thursday, 15 June 2023",SW,225,17
"Friday, 16 June 2023",WSW,202.5,17
"Tuesday, 20 June 2023",W,180,22
"Wednesday, 21 June 2023",ENE,22.5,15
"Thursday, 22 June 2023",NNW,112.5,13
"Friday, 23 June 2023",WNW,157.5,33
"Saturday, 24 June 2023",WNW,157.5,26
"Sunday, 25 June 2023",NNE,67.5,17
"Monday, 26 June 2023",WSW,202.5,37
"Tuesday, 27 June 2023",SW,225,24
"Wednesday, 28 June 2023",SSW,247.5,19
"Thursday, 29 June 2023",W,180,44
"Friday, 30 June 2023",W,180,30
"Sunday, 2 July 2023",S,270,26
"Monday, 3 July 2023",SE,315,22
"Tuesday, 4 July 2023",N,90,11
"Thursday, 6 July 2023",WNW,157.5,24
"Friday, 7 July 2023",W,180,43
"Saturday, 8 July 2023",WSW,202.5,31
"Monday, 10 July 2023",ENE,22.5,19
"Tuesday, 11 July 2023",W,180,19
"Wednesday, 12 July 2023",E,0,19
"Thursday, 13 July 2023",ENE,22.5,24
"Saturday, 15 July 2023",SW,225,13
"Sunday, 16 July 2023",S,270,20
"Monday, 17 July 2023",SE,315,15
"Tuesday, 18 July 2023",E,0,17
"Wednesday, 19 July 2023",WSW,202.5,20
"Thursday, 20 July 2023",SW,225,13
"Friday, 21 July 2023",W,180,22
"Saturday, 22 July 2023",W,180,20
"Sunday, 23 July 2023",SSE,292.5,22
"Monday, 24 July 2023",SSE,292.5,33
"Tuesday, 25 July 2023",SE,315,31
"Wednesday, 26 July 2023",ESE,337.5,26
"Thursday, 27 July 2023",ESE,337.5,22
"Friday, 28 July 2023",N,90,22
"Saturday, 29 July 2023",SW,225,17
"Sunday, 30 July 2023",NNW,112.5,17
"Monday, 31 July 2023",SW,225,17
"Tuesday, 1 August 2023",NE,45,22
"Wednesday, 2 August 2023",E,0,35
"Thursday, 3 August 2023",SE,315,30
"Friday, 4 August 2023",E,0,28
"Saturday, 5 August 2023",ESE,337.5,26
"Sunday, 6 August 2023",WSW,202.5,17
"Monday, 7 August 2023",SSE,292.5,20
"Tuesday, 8 August 2023",SE,315,26
"Wednesday, 9 August 2023",E,0,28
"Thursday, 10 August 2023",NW,135,22
"Friday, 11 August 2023",SSW,247.5,20
"Saturday, 12 August 2023",NE,45,20
"Sunday, 13 August 2023",WNW,157.5,20
"Monday, 14 August 2023",NNE,67.5,20
"Tuesday, 15 August 2023",ENE,22.5,17
"Wednesday, 16 August 2023",NE,45,20
"Thursday, 17 August 2023",NE,45,26
"Friday, 18 August 2023",WNW,157.5,41
"Saturday, 19 August 2023",W,180,39
"Sunday, 20 August 2023",ENE,22.5,19
"Monday, 21 August 2023",NNE,67.5,24
"Tuesday, 22 August 2023",ENE,22.5,20
"Wednesday, 23 August 2023",N,90,19
"Thursday, 24 August 2023",SE,315,24
"Friday, 25 August 2023",NE,45,24
"Saturday, 26 August 2023",ENE,22.5,24
"Sunday, 27 August 2023",E,0,26
"Monday, 28 August 2023",NE,45,24
"Tuesday, 29 August 2023",ENE,22.5,19
"Wednesday, 30 August 2023",NNE,67.5,26
"Thursday, 31 August 2023",NE,45,20
